dish_name,count
Thai tészta csirkehússal,1
Tárkonyos vaddisznó ragu galuskával,1
"Kapros pulykaragu, tésztával B: Kijevi szelet, petrezselymes burgonya",1
Dubarry csirkemell burgonya püré,1
Bakonyi sertés szelet zöldfűszeres galuska,1
"Pepperónis sajttal töltött csirkemell, hercegnő burgonya",1
"Száraz babfőzelék, sült kolbász",1
"Roston sült tengeri hal Jóasszony módra, petrezselymes burgonya, saláta",1
ELŐRENDELHETŐ : KOCSONYA,1
"Sajttal - barackkal töltött szelet, rizibizi",1
"Fokhagymás pecsenye, paradicsomos káposzta",1
Csíki tarhonya leves,1
"Ropogós csirkecomb, törtburgonya",1
"Pulyakpörkölt tésztával, saláta",1
"Rántott csirkecomb, gombás rizs, káposztás saláta",1
"Rántott velő vegyes köret  1,3,7",1
"Sajtos csirkemell puffancs hasábbal  1,3,7",1
"Birkagulyás  1,3,9,",1
Sült kacsacomb burgonya pürével és káposztával,1
Csőben sült tejszínes - baconos jérce bulgurral,1
"Rántott sertésszelet - rántott brokkoli, hagymás burgonya, saláta",1
"Zöldbabfőzelék, vagdalttal",1
"Kijevi sertésszelet, zöldséges rizs",1
Édes - savanyú sertés oldalas sült tésztán,1
Csülkös babgulyás leves - Tárkonyos sertésraguleves,1
Sajtos-tejfeles csirkecomb tepsis burgonya,1
"Csülökpörkölt tarhonyával, saláta",1
Sokmagvas bécsi szelet zöldséges bulgurral,1
"Sajttal- sonkával töltött sertés java, petrezselymes burgonya, saláta C: Roston sült csirkecomb, párolt rizs, kompót",1
Töltött csirkecomb vagdalt fűszeres burgonyával,1
Négysajtos - mustáros sült csirkemell almás rizzsel,1
Gyroszos calzone joghurtos mártogatóssal,1
"Sajtos tejfölös pulykamell, rizibizi",1
"Csőben sült barackos csirkemell, vajas burgonya, saláta C: Milánói sertés borda",1
Csirke gyros feta sajttal pitával,1
"Bécsi szelet, rizibizivel",1
"Görög csirkecomb, rösztike",1
Gombaleves - Zöldséges csirkemáj rizzsel vagy Borsmártásos sertéskaraj,1
Betyárgulyás - Aranygaluska tejsodóval vagy Krumplis tészta,1
Nyírségi húsleves burgonya gombóccal,1
"Gyümölcsleves, szecsuáni csirke, jázmin rizs",1
Alföldi babgulyás - Tyúkhúsleves,1
Gulyásleves marhahússal,1
"Zöldfűszeres sertésszelet, törtburgonya",1
Csontleves - Eperkrémleves,1
"Sok magvas csirkemell vegyes köret 1, 3, 5, 8",1
"Töltött dagadó petrezselymes burgonya 1, 3, 7",1
"Csirkeragu leves 1, 3, 7, 9",1
Borskérges szűz hollandi mártással steak burgonya,1
"Tökmagos rántott jérce, bulgur",1
"Juhászbojtár kedvence, püré",1
Zöldbab főzelék sertéssült,1
"Babfőzelék, csabai karaj",1
"Resztelt máj törtburgonya, savanyúság",1
Grillezett csirkemell burgonyával és sajtszósszal,1
"Füstölt sajtos pulyka rántva, rizibizi",1
"Napi menünk: Holstein szelet, sült krumplival 2390.-",1
Gulyásleves vagy Halászlé - Túrós csusza vagy Diós metélt,1
"Hamisgulyás - Lyoni csirkemáj rizzsel vagy Borsmártásos sertéskaraj, törtburgonya",1
Roston csirkemell brokkolis jázmin rizs,1
"Párizsi csirkemell, párolt rizs, párolt zöldség C: Óvári sertés java, vajas burgonya, saláta",1
"Pilvax szelet, törtburgonya",1
Tordai Laci - pecsenye,1
Cukkínis zöldborsó krémleves - Gyümölcsleves,1
Csirkemell Dubary módra burgonya püré,1
Zöldbableves - Lecsós csirkemáj rizzsel vagy Rántott jérce rizibizi,1
"Palócgulyás , hallé - Túrós csusza, mákos metélt",1
Rizsfelfújt - Káposztás tészta - Grízes tészta öntettel,1
Máglyrakás,1
"Mai menü: Hurka-kolbász friss kenyérrel, savanyúsággal",1
"Gyümölcsleves, Lyoni sertéskaraj, törtburgonya",1
"Malacsült erdei gyümölcsraguval, párolt rizzsel",1
"Fitness menü: Édes álom saláta. 1 790.- Hamburger menü: Chicken burger, sült krumpli + üdítő. 2 290. JOKER MENÜ: 1. Sajttal sonkával töltött csirkemell, édesburgonya, friss saláta. 2 090.- 2. Csevapcsicsa hasábburgonya, zöldség, ajvár. 1890.-",1
Narancsos gyömbéres csirkemell csíkok - jázmin rizzsel,1
"Sirius pecsenye hasábburgonya natúr karaj, kolbász, lilahagyma, bacon, f.sajt",1
Fehér paszúj leves tejfölösen,1
"Frankfurti leves - Magyaróvári sertéskaraj, petrezselymes burgonya vagy",1
"Tárkonyos raguleves - Rizsfelfújt, Káposztás tészta",1
Máglyarakás - Krumplis tészta - Mákos tészta,1
"Gyümölcsleves, bisztro burger, steak burgonyával",1
"Palacsinta 3db kakaós, lekváros, fahéjas",1
Mexikói csirkeragu jázmin rizzsel,1
Rántott hal hasábburgonyával és káposzta salátával,1
Tejespite barack lekvárral,1
Füstölt csülkös bableves szaggatott galuskával,1
Borsmártásos sertéskaraj tésztával,1
"Csőben sült zöldségek, rizs",1
"Tökfőzelék, fasírozottal",1
"Disznótoros, vele sült burgonya, sült káposzta",1
"Paprikás krumpli, kolbásszal",1
Sült rizs,1
Ananászos csirkemell rizs,1
Vadas spagettivel,1
Rántott burgonya,1
Parajkrémes csirkemell rolád burgonya pürével,1
BBQ csirkeszárny rizibizi káposzta saláta,1
"Bableves - Rántott sajt, rizibizi vagy Bolognai spagetti",1
"Babgulyás - Mákos nudli, káposztás tészta",1
"Palacsinta lekváros, kakaós , fahéjas",1
Borsófőzelék rántott velővel,1
Rántott csirkemáj petrezselymes burgonya uborka,1
Tejszínes gombás sertés szelet tésztával,1
"Rántott tengeri halszelet, hagymás burgonya, saláta",1
"Tejszínes - gombás szelet, orsótésztával",1
"Zöldségleves, vajgaluskával",1
Lime - os paradicsomos húsgombóc spagettivel,1
Zöldségkrémleves,1
Grillcsirke franciasaláta 7,1
Lecsós tarja tepsis burgonya,1
"Lebbencsleves 1, 3, 7, 9",1
Rántott cukkini rizs,1
Sertéspörkölt pirított tarhonya csalamádé,1
Pirított lebbencsleves,1
Lencse leves,1
Paradicsom leves,1
"Sertés csíkok Orly módra, petrezselymes burgonya, saláta C: Töltött csirkecomb, zöldséges rizs, kompót",1
"Fűszeres sült csirkecomb, zöldséges kuszkusszal",1
"Szárazbab főzelék, sertéspörkölttel",1
Csirkemell Dubary módra burgonyapürével,1
Betyár batyu tepsis burgonyával,1
"Rántott sajt – párizsi csirkemellcsík, párolt rizs, majonézes kukorica C: Mustáros sertés flekken, petrezselymes burgonya, saláta",1
Holstein szelet rizibizivel,1
"Paradicsomos káposzta, sülthús",1
"B. Sertéskaraj ""Stroganoff"" módra rizzsel",1
"Póréhagymás - tejszínes jérce, bulgur",1
Kondorosi aprópecsenye,1
"Szárazbabfőzelék, göngyölt hús",1
Csongrádi szelet hagymás törtburgonyával,1
Tejszínes - gombás csirkeapró tésztával,1
Füstölt sajttal töltött csirkemell párolt zöldségekkel,1
Mézes - pikáns oldalas steak burgonya,1
Fokhagymás krémleves pirítóssal,1
Csongrádi tekercs burgonyakrokettel,1
"Sajttal, sonkával, kukoricával töltött szelet rizzsel",1
"Rántott tengeri halfilé, rizibizi, tartár",1
Mézes-mustáros csirke zöldséges rizs,1
Bécsi szelet vegyes köret,1
Csorbaleves / Gyümölcsleves,1
Gödöllői töltött sertésszelet steak burgonya,1
Grillezett csirkemell hasábburgonya és sajtmártás,1
"Paradicsomos káposzta, fasírozott",1
"Jókai bableves 1, 3, 9, 10, 12",1
"Bableves - Lecsós csirkemáj rizzsel vagy Rántott sajt, rizibizi",1
"Babgulyás - Sült derelye öntettel, diós metélt",1
"Gyümölcsleves, pikáns csirkenyárs, petrezselymes újburgonyával, friss salátával",1
"Párizsi csirkemell krumplipüré 1, 3, 7",1
"Fokhagymás sertés szelet bulgurral 1, 7",1
"Almával, sajttal sült csirkemell tejszínes burgonyapüré",1
Hentes tokány rizzsel,1
"Pepperónis sajtos csirkemell rántva, rizibizi",1
"Fitness menü: Bazsarózsa saláta. 1 790.- Hamburger menü: Cheese burger, sült krumpli + üdítő. 2 290. JOKER MENÜ: 1. Sajttal sonkával töltött csirkemell, édesburgonya, friss saláta. 2 090.- 2. Csevapcsicsa hasábburgonya, zöldség, ajvár. 1890.-",1
Magyar burgonyaleves,1
"Tejszínes csirkeragu, masni tésztával",1
Csülökpörkölt galuska,1
"Csontleves cérnametélttel Rántott sertés szelet, vajas burgonya, saláta",1
"Babgulyás - Sajtos metélt, mákos tészta",1
"Gyümölcsleves, Bácsi szelet, gratin burgonyával",1
"Túrógombóc, gyümölcs szósszal",1
Family tál rizi-bizi,1
Vegyes gyümölcsleves / Gyümölcsleves,1
Rántott cukkíni tartár mártással és rizzsel,1
Stroganoff sertés fussili,1
"Sült csirkecomb, babfőzelék",1
"Töltött Paprika, burgonyapürével csak natúr húsgomboccal is kérhető",1
Petőfi szelet törtburgonyával,1
Fahéjas szilvaleves - Zöldségleves,1
Gödöllői töltött csirkecomb párolt zöldséggel,1
Zöldséges - rizses csirkeragu,1
Tejszínes gombás gnocchi,1
BBQ borda steak burgonya majonézes káposztasaláta,1
"Pepperónival és sajttal töltött pulykamell, püré",1
"Fokhagymás sült pulykacomb, petrezselymes burgonya",1
"Rántott tarja szelet, burgonyasalátával",1
Gombás csirkeragu galuskával,1
"Pankós csirkemell, mexikói rizs",1
Tökfőzelék pörkölttel B: Cornflakes rántott jércemell rizzsel,1
"Erdélyi aprópecsenye, puliszka",1
"Ananászos csirkemell, zöldséges rizs",1
"Rántott karfiol, rántott gomba, rizs, tartármártás",1
"Gyümölcsleves, csevapcsicsa, friss ajvár salátával",1
"Sült kacsacomb, vegyes köret",1
Ramen leves,1
Magyaróvári sertéskaraj bulgurral,1
"Székelykáposzta, kakaós palacsinta",1
"Aszalt szilvás rántott karaj, törtburgonyával",1
"Sokmagvas rántott halfilé, kukoricás rizs",1
"Csevap, sültburgonyával, friss saláta",1
Fokhagymás sült pulykacomb bulgurral,1
Piszkeszósz párizsi szelettel,1
"Sárgaborsó krémleves, levesgyöngy",1
"Tejfölös - hagymás sertés szelet, csusza tészta",1
"Cornflakes rántott szelet, rizs",1
- Négysajtos sonkás penne,1
Zöldborsó leves - Csontleves,1
Mákos és diós kalács,1
Csülökpörkölt sósburgonya,1
Fokhagymás tarja lecsós rizzsel,1
Bajor burgonyaleves frankfurti virslivel,1
"Tökmagos csirkemell, rizibizi",1
"Négysajtos csirkemell, currys rizs",1
"Mexikói aprópecsenye, rizzsel",1
"Húsgombóc kapros szósszal párolt rizs 1, 7",1
"Almaleves 1, 7",1
"Polpetti, burgonya krokett",1
"Hagymakrémleves, levesgyöngy Csirkecomb jóasszony raguval, rizs",1
"Töltött dagadó, tepsis burgonya",1
"Sajtos baconös töltött csirkemell, rizs",1
"Csőben sült paradicsomos - sajtos csirkemell, bulgur",1
"Párizsi csirkemell rántott karfiol, párolt rizs, majonézes kukorica",1
"Póréhagymás - sajtos töltött karaj, törtburgonya",1
"""Náncsi"" csirkecomb burgonyapüré",1
"Cordon bleu, tepsis burognya",1
"Zsebes csirke, hercegnő burgonya",1
Őszibarackos csirkemell párolt rizs,1
Resztelt máj rizzsel,1
"Sajtos- gombás sertés batyu, hagymás burgonya, saláta C: Csirkemelles lasagna",1
"Roston csikemell, rizs és zöldség köret",1
"Napi menünk: Marha pörkölt, juhtúrós strapacskával 2390.-",1
"Tökfőzelék, sertéspörkölttel",1
Saslik francia saláta,1
Csirkemell csíkok rizibizi,1
Csirke erőleves,1
"Sült camambert, zöldséges bulgur",1
"Rántott gomba, rántott karfiol rizzsel",1
Temesvári szelet tésztával,1
Bakonyi sertésragu orsótésztával,1
Baconbe tekert túrós csusza,1
Zöldséges marhahús leves,1
Natúr csirkemell gombapaprikással galuskával,1
"Sertéskaraj, ""Otthon"" módra, rizs",1
Cornflakes rántott szelet krokettel,1
"Sertés jóasszony módra, sültburgonya",1
"Lecsós tarja, burgonyapüré",1
Sertéskaraj sztroganoff módra rizzsel,1
Csirkemell szezámmagos bundában petrezselymes burgonya,1
Pankó morzsában sült csirkemell franciasalátával,1
Laci pecsenye hasábburgonyával,1
Parajkrémes csirkemell parmezánnal és zöldséges rizzsel,1
Húsleves cérna metélt,1
"Sült oldalas, fokhagymás burgonyapüré",1
Sertéspörkölt nokedli,1
"Roston csirkecomb, friss saláta, rizs",1
"Gyümölcsfőzelék, párizsi pulyka",1
Csőben sült paradicsomos sajtos csirkemell kuszkusszal,1
"Rántott sajt- rántott cukkini, párolt rizs, párolt zöldség C: Magyaros sertés tarja, hagymás burgonya, saláta",1
Csirke gordon bleu hasábburgonya ubi saláta,1
Újházi tyúkhús leves,1
Kijevi sertéskaraj törtburgonyával,1
Csirkemell Jóasszony módra tésztával,1
"Kötözött karaj, kukoricás saláta",1
"- R. karaj, R. pulykamell, R.csirkeszárny, R.gomba",1
- Pulykahúsos rizottó,1
"- Sörös mézes egyben sült karaj, burgonyapüré",1
"- Pincepörkölt, sósburgonya",1
Palócgulyás - Húsleves - Gyümölcsleves,1
"Tyúkpörkölt, tészta",1
"Rántott sajt- rántott csirkemell, párolt rizs, majonézes brokkoli C: Mustáros sertés tarja, tört burgonya, saláta",1
"Sertés szelet, tanyasi módra, törtburgonya",1
Felesborsóleves virslivel,1
Kijevi csirkemell párolt rizs,1
Mustáros-zöldfűszeres karaj tepsis burgonya,1
"Zúzapörkölt, tésztával",1
"Pankómorzsás rántott jércemell, rizs",1
"Vadas szelet, spagettivel",1
Pankómorzsában sült halfilé tartár mártással,1
Brokkolis rakott tészta,1
Arató gulyásleves,1
Zöldfűszeres sertés szűz hollandi mártással steak burgonyával,1
Kebab piros rizzsel pizza kenyérrel és savanyított hagymával,1
"Szezámos rántott halfilé, mexikói rizs",1
"Bakonyi sertésapró, orsótészta",1
Hawaii csirkemell,1
Lecsós szelet törtburgonya,1
Szezámos rántott csirkemell bulgur,1
"Gyümölcsleves, rántott csirkemell pankó morzsában, zöldséges rizs",1
Cukkinis tócsni snidlinges bulgurral,1
"Roston csirkemell, kukoricás rizs",1
"Csülökpörkölt tésztával B: Szezámos rántott szelet, püré",1
Kelkáposzta főzelék sült virslivel,1
BBQ csirkecomb vegyes köret  6,1
Sült marhaszelet barnamártással és krokettel,1
Kacsás thai tészta,1
Rántott szelet kukoricás rizs,1
"Magyaros sertés szelet, tarhonyával",1
Szilveszteri zsebes karaj parázsburgonyával,1
"Sonkával töltött rántott sajt, steakburgonya",1
"Spenótos csirkeragu, jázmin rizzsel",1
"Csirkepaprikás, tésztával",1
"Baconös csirkemell csőben sütve, rizi-bizi",1
"Babgulyás - Túrós csusza, káposztás tészta",1
"Cheddar sajttal és baconnal töltött csirkemell, zöldséges rizs",1
Fokhagyma krémleves pesztós zsemlekockával,1
"Lecsós csirkecomb, püré",1
"Frankfurti leves - Rántott sajt, rizs, tartár vagy",1
"Tárkonyos raguleves - Aranygaluska, Mákos metélt",1
Stíriai metélt - Milánói makaróni - Almás fahéjas gombóc,1
Csülkös babgulyás leves - Libaragu leves,1
"Gyümölcsleves, zöldséges burger csalamádéval",1
Palatinus sertésszelet rizs,1
Rántott karfiol rizs és tartármártás,1
Baconbe göngyölt sertésszűz gnocchival és paprikamártással,1
Bableves - Borsos tokány rizzsel vagy Bolognai spagetti,1
Csőben sült többsajtos csirkemell krokettel,1
"Sajttal - sonkával töltött szelet, kukoricás rizs",1
Temesvári sertés szelet tésztával,1
Tejszínes-brokkolis csirkemell orsó tészta,1
"Chilis csirkeragu, currys rizs",1
Lebbencsleves kolbásszal,1
"Almafőzelék, sült csirkecombbal",1
Rántott tarja kéksajtos burgonyával,1
"Töltött dagadó, hagymás törtburgonyával",1
Csirkés tésztasaláta,1
Reszteltleves,1
"Rántott sajt – rántott karfiol, párolt rizs, majonézes brokkoli C: Bakonyi sertésszelet tésztával",1
"Juhtúróval göngyölt borda, kukorica salátával",1
Hentestokány zöldfűszeres rizzsel,1
Kolozsvári zöldbableves- Csontleves,1
"Kemencében sült csülök, tepsis burgonya",1
"Fűszeres sült tarja, sült zöldségekkel, sültburgonya",1
"Csongrádi tekercs fűszeres gerezd 1, 3",1
Szaftos pulykaszelet zöldséges rizs 7,1
"Húsgombóc leves 1, 3, 9",1
Szemesbab főzelék oldalassal,1
"Rozmaringos pulykaapró, tészta",1
"Country karj, törtburgonya, feta, sonka, kukorica",1
"Rántott sajt, rántott karfiol, rizs",1
Búbos hús törtburgonyával,1
"Négysajtos pulykamell, hercegnő burgonya",1
Bableves - Kondorosi sertésapró rizzsel vagy Halrudak rizibizi,1
Ürü gulyásleves – Tárkonyos sertés raguleves,1
Soksajtos gnocchi pirított szalonnával,1
Bazsalikomos csirkefasírozott burgonya pürével,1
Nyírégi gombóc leves,1
"Velővel töltött rántott hús, püré",1
"Parajos fetás szelet, bulgurral",1
"Levesek Sertésragu leves -Csontleves Főételek -Bakonyi sertéstokány, galuska -Gyros, hasábburgonya, friss saláta joghurtos öntettel -Töltött káposzta -Rántott karaj/rántott pulyka/rántott gomba/rántott csirkeszárny+választható köret",1
"Melbaszelet, rizs",1
"Rántott sertés szelet - rántott karfiol, párolt rizs, majonéz",1
"Tejszínes - gombás csirkeragu, rizs",1
Mai menü: Fish and Chips 1890.-,1
"Magyaros sertésmáj, törtburgonya savanyúság",1
"Csőben sült baconös - brokkolis csirkemell, püré",1
"Sajtos gombás sertés batyu, petrezselymes burgonya, saláta C: Rakott kel",1
"Rizses csirkepörkölt, saláta",1
"Nyírségi sertésragu, burgonya gombóccal",1
"Töltött csirkecomb, burgonyapürével",1
Töltött csirkecomb párolt káposztával,1
"Pankómorzsás rántott hús, mexikói rizs",1
"Göngyölt hús, burgonyakrokett",1
"Rántott csirkemell, vagy Sajtbundás csirkemell, vagy Rántott karaj, sült krumplival, vagy jázminrizzsel 2390.-",1
"Tökfőzelék, fasírttal B: Bankfalusi szelet, törtburgonya",1
"Csülökpörkölt, tarhonya, savanyúság",1
Saslik sajtos sültburgonya,1
- Kelkáposzta főzelék fasírttal,1
- Hagymás máj törtburgonyával,1
- Hentes tokány rizzsel,1
Lebbencsleves - Csontleves,1
"Velővel töltött szelet, törtburgonya",1
Szűzérme magyaros raguval steak burgonyával,1
"Sok sajttal töltött pulykamell rántva, rizibizi",1
"Rántott sajt - rántott csirkecomb, párolt rizs, párolt zöldség C: Fokhagymás sertés flekken, hagymás burgonya, saláta",1
"Csirkeragu, mexikói rizzsel",1
Holstein szelet krumplipürével,1
"Pankós rántott csirkemell, törtburgonya",1
"Rántott csirkeszárny, majonézes kukoricasalátával",1
Rántott csirkecomb krumplipürével,1
Mézes - sörös sült oldalas majonézes salátával,1
"Vadas marha szelet, krokett",1
"Csongrádi tekercs, steakburgonya",1
"Csőben sült többsajtos sertéskaraj, petrezselymes burgonyával",1
"Filézett csirkecomb rántva, francia saláta",1
Pincepörkölt tarhonyával,1
Mustáros sertés flekken tepsis burgonya,1
Szezámos csirkemell petrezselymes burgonya,1
"Párizsi sertés szelet, sültburgonya",1
"Holstein szelet krumplipüré 1, 3, 7",1
Többsajtos sült csirkemell krokettel,1
Chillis-bab,1
"Pankómorzsás rántott csirkemell, rizs",1
"Csőben sült brokkoli, sült csirkeszárnnyal",1
"Rántott sajt, tartárral, rizzsel",1
Mediterrán csirke kukoricás rizzsel,1
Csontleves cérnametélttel - Gyümölcsleves,1
Mátrai borzaska fűszeres burgonyával,1
Burgundi sertéstokány rizzsel,1
Szemesbab leves,1
"Paprikás krumpli, virslivel",1
"Roston sült karaj, rizibizivel",1
"Sült csontos karaj, krumplipüré B: Sokmagvas csirkemell, zöldséges rizzsel",1
Zöldséges daragaluska leves,1
"Kijevi töltött csirkemell, kukoricás rizs",1
Rántott csirkemell citrusos saláta,1
Francia rakott burgonya darált hússal,1
"Pepperónis - sajtos rántott csirkemell, krokett",1
"Csikós tokány, rizs",1
Savanyú káposztaágyon sült sertés csülök,1
"Rántott sertésmáj, p. burgonya",1
Sertés húsleves palacsinta tésztával,1
"Vasalt csirkecomb ""Jóasszony"" módra, krokett",1
Sajtos - tejfölös sült csirkemell szeletek rizibizi,1
Májgombócleves zsenge zöldborsóval,1
"Sajtos - tejfölös csirkemell, rizibizi",1
Babgulyás - Diós metélt vagy Túrós tészta,1
"Ruccolával-túróval töltött sertés karaj, fűszeres burgonya",1
"Lecsós szelet, tarhonya",1
- Tejfölös tokány tésztával,1
"- Sült oldalas párolt káposztával, hagymás törtburgonyával",1
Bakonyi betyár leves - Csontleves,1
Bakonyi halfilé párolt zöldségekkel,1
Rizskoch sárgabarack lekvárral,1
Resztelt máj főttburgonyával,1
Rántott pontypatkó burgonya,1
Soksajtos gnocchi spenóth levéllel,1
Bolognai spagetti - Grízes tészta,1
"Gyümölcsleves, rántott pontypatkó majonézes burgonyasalátával",1
Kellemes Húsvéti Ünnepeket,1
Alföldi sertésragu tészta,1
Jókai bableves / Gyümölcsleves,1
"Burgonya főzelék, vagdalt",1
Natúr párolt karaj tejszínes gombamártással jázmin rizzsel,1
Csirke gyros fetával és salátával,1
"Párizsi csirkemellcsík–rántott gomba, párolt rizs, párolt zöldség C: Milánói rakott tészta",1
"Vasalt csirkecomb rizzsel, majonézes kukorica saláta",1
Pulykarostélyos petrezselymes burgonyával,1
Bakonyi csirkecombok jázmin rizzsel,1
Stefánia vagdalt burgonyapürével,1
Lencseleves szárított paradicsommal,1
"Kijevi sertés szelet, gombás rizs",1
Gyros - tál,1
"Rántott csirkecomb, petrezselymes burgonya, saláta",1
"Cézár saláta, roston csirkemell",1
Gombás kacsaragu tésztával,1
Pikáns pácolt csirkemell zöldséges rizzsel,1
Bajor burgonya leves virslivel,1
"Szezámos hal rántva, rizs, francia saláta",1
Tojásos galuska ecetes fejes salátával,1
"Póréhagymás pulykaapró, currys rizs",1
"Túrógombóc, meggymártás",1
Csirkefalatok fűszeres bundában burgonyapürével,1
Chilisbab tejföllel,1
Csirkemell zöldséges rizottó,1
"Zöldbableves - Bácskai rizses hús vagy Halrudak, kukoricás rizs",1
"Palócgulyás - Burgonyás tészta, Túrós derelye tejföllel",1
Szárnyas májrizottó C: Prézlis tészta öntettel,1
"Mai menü: MegaCsk, házi steak burgonyával 2490.-",1
"Gyümölcsleves, Bécsi szelet, majonézes burgonyával",1
Sült kacsa párolt káposztával és steak burgonyával,1
Kijevi csirkemell burgonya pürével,1
Brokkoli krémleves fokhagymás zsemlekockával,1
"Sült grillkolbászok, fűszeres burgonya, párolt zöldség",1
"Csőben sül ananászos csirkemell, rizs",1
"Vadas szelet, tészta",1
"Rántott sajt, sült krumplival, tartárral",1
Parmezános sült hal vega rizottóval,1
Sertéskaraj párizsiasan sütőben sült sajtos rizses brokkolival,1
Tárkonyos burgonyaleves,1
"Pankómorzsás rántott hal, rizs, francia saláta",1
Mákosguba pohárkrém,1
Csak előfizetőknek,1
"Baconos csőben sült csirke, rizs",1
Kínai pirított tészta csirkemell csíkokkal,1
"Sertés budapest módra, sültburgonya",1
Citromos becsináltleves,1
Csirkepörkölt orsótésztával,1
Házi gyros tál,1
Kelbimbóleves,1
"Lecsós sült csirkecomb, bulgur",1
"Rablóhús, vajas burgonya, saláta",1
"Sajttal töltött sertés tekercs, rizibizi, saláta",1
"Csirke, füstölt sajtos mártással, rizs",1
"Füstölt sajttal töltött szelet, törtburgonya",1
Édes savanyú kacsa pirított tésztán,1
Rántott karfiol rizibizi tartármártás,1
"Brokkolis csirkemell csőben sütve, krokett",1
"Mézes - mustáros csirkemell, mexikói rizs",1
Baromfiaprólék leves,1
"Csirkemell csíkok, rizs és zöldségek",1
BBQ csirkeszárny grill zöldség,1
"Pozsonyi rántott szelet petrezselymes burgonya 1, 3",1
"Bakonyi tarhonyaleves 1, 3, 9, 15",1
Paradicsomszószos fusili,1
Orja leves eperlevéllel,1
"Sütőtök krémleves, zsemlekocka",1
"Csőben sült többsajtos csirkemell, kuszkusz",1
"Vasalt csirkecomb, csőben sült brokkoli",1
"Retro paprikás krumpli, gazdagon",1
"Sobri szelet, jázmin rizzsel",1
"Rántott csirkemell, párolt rizs, saláta",1
"Baconos csirkemell, petrezselymes burgonya",1
"Pikáns rántott csirkecomb, petrezselymes burgonya",1
"Szezámmagos rántott hal majonézes, snidlinges burgonya saláta",1
"Lecsós tarja kemencében sütve, rizs",1
"Babgulyás - Ízes gombóc, burgonyás tészta",1
Bolognai spagetti C: Ízes derelye,1
"Roston csirkemell, vegyes köret",1
"Gyümölcsleves, grillcsirke, friss salátával, joghurtos öntettel",1
"Tejbegríz, kakaós szórattal",1
Szárnyas rizottó,1
"Sárgaborsóleves 1, 3, 9",1
Csirke gordon bleu hasábburgonya uborka,1
"Kentucky csirkeszárny, rizibizi",1
"Sertéspaprikás, galuskával",1
"Borzas szelet, mexikói rizzsel",1
"Paprikás szelet, tojásos nokedlivel",1
Mustáros csirkeragu orsótészta,1
Csülökpörkölt főtt burgonya,1
"Gombás aprópecsenye, tészta",1
"Tökfőzelék, pörkölttel",1
"Rántott csirkemell Orly módra, petrezselymes burgonya, saláta",1
"Böllér pecsenye, törtburgonya",1
Paprikás burgonya Debrecenivel,1
"Rántott csirkeszárny, majonézes kukorica",1
Alföldi rakott tészta,1
Eszterházy tokány rizzsel,1
Kolbászos lebbencsleves,1
Cézár saláta rántott csirkemell falatokkal,1
Tejfölös kolbászos burgonya leves,1
"Gordon bleu, rösztivel",1
"Rántott szelet, sültkrumplival",1
Vanília krémes palacsinta,1
Halleves,1
"Gyümölcsleves, hagymás- gombás tarjasült, petrezselymes burgonyával",1
"Sertéskaraj ""Stroganoff"" módra, kuszkusz",1
"Barackos grill csirkemell, párolt rizs C: Sertés szelet Orly módra, petrezselymes burgonya, saláta",1
"Tejbegríz, kakaóval",1
"Hawaii szelet, burgonyapüré",1
Savanyú krumplileves - Gyümölcsleves,1
"Tépett sertés, petrezselymes burgonya",1
"Ropogós csirkeszárny majonézes kukorica saláta, rizs",1
"Csongrádi tekercs, mexikói rizs",1
"Rántott csirkemell, zöldséges rizs, saláta C: Brassói aprópecsenye, saláta",1
A. menü: Brassói,1
"Mátrai borzas karaj, petrezselymes burgonya",1
Gyrosos calzone mártogatóssal,1
Édes savanyú csirkemell zöldséges tészta,1
Tejfölös húsgombóc leves tésztával,1
"Ropogós hekk, francia saláta, rizs",1
"Rántott szelet, vegyes körettel",1
"Roston csirkemell, jázmin rizzsel",1
"Pankómorzsás rántott jérce, zöldséges rizs",1
Túróval töltött zsemle vanília öntettel,1
"Sült csontos tarja, szalonnás tepsis burgonya",1
"Sárgaborsó főzelék, sült csirkecomb",1
Rizseshús pirított zöldségekkel,1
Sült csirkecomb petrezselymes burgonyával,1
"Brokkolis baconös csirkemell, röstike",1
"Zöldbableves - Csőben sült barackos csirkemell, rizs vagy Bolognai spagetti",1
"Palócgulyás - Krémes palacsinta, káposztás tészta",1
"Hagymás rostélyos, petrezselymes burgonya",1
Almamártás párizsi jércemell,1
Csirkenyárs steakburgonya,1
Rántott csirkecomb majonézes salátával,1
"Rántott csirkemell, petrezselymes burgonya",1
- Rántott gombafejek hasábburgonyával és tartár mártással,1
"Gombás tokány, kagylótésztával",1
Hagymás rostélyos házi burgonya,1
Sült karfiol krémleves füstölt sajttal,1
"Csirkemájjal, füstölt szalonnával töltött rántott hús pürével",1
"Rántott sertés máj, rizs, saláta",1
"Pacalpörkölt, köményes főttburgonya",1
Csontleves / Gyümölcsleves,1
Parmezános bundás csirkemell avokádós majonézzel és rizzsel,1
"Ropogós hekk, rizs, majonézes káposzta",1
"Frankfurti leves - Rántott gombafejek, zöldséges rizs vagy Halrudacska, zöldséges rizs",1
"Tárkonyos raguleves - Rizsfelfújt, túrós tészta",1
Laci pecsenye,1
"Húsgombócleves 1, 3, 9",1
Szezámmagos rántott hal tejfölös uborka salátával és párolt rizzsel,1
